folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom,geo_point_2d,longitude,latitude,feepaid_missing,feepaid_clean,business_group
25,4655925,25-148202,00,Second Church of Christ Scientist,,Issued,2025-02-03T17:13:08-08:00,2025-12-31,Retail Dealer,,103,Unit,1668,W Broadway,Vancouver,BC,CA,V6J 1X6,Fairview,5.0,310.0,2026-07-01T02:32:22-07:00,,,-123.142328982218,49.2633399440451,0,310.0,Retail Dealer
25,4637247,25-129526,00,Huntly Investments Ltd,,Issued,2024-12-12T11:11:29-08:00,2025-12-31,Long-term Rental,,,,1222,Melville St,Vancouver,BC,CA,V6E 2Y1,Downtown,0.0,204.0,2026-07-01T02:32:20-07:00,,,-123.124926285587,49.2879368496548,0,204.0,Long-term Rental
25,4618953,25-111232,00,(Tran Bich-Ngan Le),Kim Hair & Beauty,Issued,2025-02-18T16:45:35-08:00,2025-12-31,Beauty Services,,,,2525,NANAIMO ST,Vancouver,BC,CA,V5N 5E6,Kensington-Cedar Cottage,1.0,265.0,2026-07-01T02:32:19-07:00,,,-123.057125728394,49.2617619843109,0,265.0,Beauty Services
26,4841034,26-118451,00,(Shane Lanouette),,Issued,2025-11-14T10:37:22-08:00,2026-12-31,Health Care Professionals and Services,,,,1635,MAIN ST,Vancouver,BC,,V6A 2W5,Mount Pleasant,1.0,277.0,2026-07-22T00:08:56-07:00,,,-123.10129773698,49.2707251484447,0,277.0,Health Care Professionals and Services
24,4509414,24-128528,10,Euro-Food Plus Enterprises Inc,,Issued,2023-11-22T17:13:26-08:00,2024-12-31,Limited Service Food Establishment,,,,818,Bidwell St,Vancouver,BC,CA,V6G 2J8,West End,5.0,,2026-07-01T02:32:16-07:00,,,-123.133768000872,49.2899244915969,1,723.0,Limited Service Food Establishment
25,4646957,25-139234,00,Collings Johnston Inc,,Issued,2024-11-19T10:16:37-08:00,2025-12-31,Consulting and Management Services,,1550,Unit,409,GRANVILLE ST,Vancouver,BC,CA,V6C 1T2,Downtown,20.0,265.0,2026-07-01T02:32:21-07:00,,,-123.114569797322,49.2853593925229,0,265.0,Consulting and Management Services
24,4508802,24-127993,10,Urbanfor Consulting Ltd,,Issued,2024-02-22T09:47:15-08:00,2024-12-31,General Contractor,,300,Unit,225,W 8TH AV,Vancouver,BC,CA,V5Y 1N3,Mount Pleasant,1.0,,2026-07-01T02:32:16-07:00,,,-123.11016797126,49.2641103178004,1,376.0,General Contractor
25,4630228,25-122507,00,2183 W 44th Avenue Holdings Inc,,Issued,2024-11-21T11:23:15-08:00,2025-12-31,Long-term Rental,,,,2183,W 44TH AV,Vancouver,BC,CA,V6M 2G4,Kerrisdale,0.0,3384.0,2026-07-01T02:32:20-07:00,,,-123.157992774857,49.2321224885648,0,3384.0,Long-term Rental
25,4662500,25-153315,00,Value Village Canada Inc,Value Village,Issued,2025-02-18T11:51:14-08:00,2025-12-31,Retail Dealer - Used Goods,Class 5 (Retail),,,6415,VICTORIA DRIVE,Vancouver,BC,CA,V5P 3X5,Victoria-Fraserview,60.0,405.0,2026-07-01T02:32:22-07:00,,,-123.066113690829,49.2260955981412,0,405.0,Other
24,4527040,24-146952,10,579467 BC Ltd,,Issued,2023-12-08T15:02:18-08:00,2024-12-31,Retail Dealer - Food,,,,4615,ARBUTUS ST,Vancouver,BC,CA,V6J 4A3,Arbutus-Ridge,8.0,,2026-07-01T02:32:17-07:00,,,-123.15385215881,49.2450363925388,1,376.0,Retail Dealer - Food
24,4526536,24-146383,10,(Peter Dolanjski),Zagreb Imports,Issued,2023-12-29T18:25:53-08:00,2024-12-31,Retail Dealer - Food,,,,2152,E HASTINGS ST,Vancouver,BC,CA,V5L 1V1,Grandview-Woodland,1.0,,2026-07-01T02:32:17-07:00,,,-123.060556719635,49.280895080053,1,376.0,Retail Dealer - Food
26,4868660,26-146076,00,David Christian Law Corporation,Thorsteinssons,Issued,2025-11-21T16:36:41-08:00,2026-12-31,Legal Services,,2700,Unit,595,BURRARD ST,Vancouver,BC,CA,V7X 1J2,Downtown,1.0,277.0,2026-07-22T00:08:57-07:00,,,-123.11972958074,49.2861303368945,0,277.0,Legal Services
25,4622441,25-114720,00,(Andrew Bass),Dr. A. Bass Inc,Issued,2024-12-19T12:45:09-08:00,2025-12-31,Health Care Professionals and Services,,560,Unit,1090,W GEORGIA ST,Vancouver,BC,CA,V6E 3V7,West End,20.0,265.0,2026-07-01T02:32:19-07:00,,,-123.123280223733,49.285363731864,0,265.0,Health Care Professionals and Services
24,4495011,24-113391,10,Association of Neighbourhood Houses of Greater Van,Mount Pleasant Neighbourhood House,Issued,2024-02-13T16:34:29-08:00,2024-12-31,Association or Society,,,,800,E Broadway,Vancouver,BC,CA,V5T 1N1,Mount Pleasant,60.0,,2026-07-01T02:32:14-07:00,,,-123.086773525012,49.2621446001616,1,2.0,Association or Society
24,4511528,24-130568,10,Kayla D Kyle-Moffat (Kayla Kyle-Moffat),,Issued,2023-12-31T12:48:22-08:00,2024-12-31,Health Care Professionals and Services,,810,Unit,1200,BURRARD ST,Vancouver,BC,CA,V6Z 2C7,Downtown,1.0,,2026-07-01T02:32:16-07:00,,,-123.129295357422,49.2785739029889,1,277.0,Health Care Professionals and Services
24,4489849,24-107207,10,Auto Sense Collision Ltd,Auto Sense,Issued,2023-12-21T14:10:35-08:00,2024-12-31,Vehicle Repair Detailing and Washing Services,,,,1728,W 3rd Av,Vancouver,BC,CA,V6J 1K4,Fairview,7.0,,2026-07-01T02:32:14-07:00,,,-123.143922261252,49.2686082425106,1,277.0,Vehicle Repair Detailing and Washing Services
26,4859572,26-136988,00,Collectors Custom Furniture Inc,Collectors Custom Furniture,Issued,2025-12-08T13:20:54-08:00,2026-12-31,Non-Food Manufacturer Assembler and Processor,,,,8946,SHAUGHNESSY ST,Vancouver,BC,CA,V6P 3Y5,Marpole,1.0,277.0,2026-07-22T00:08:57-07:00,,,-123.127241331865,49.2042669053797,0,277.0,Non-Food Manufacturer Assembler and Processor
25,4609317,25-101596,00,Tractor At Home Corp,,Issued,2024-11-21T15:44:28-08:00,2025-12-31,Caterer,,,,1860,POWELL ST,Vancouver,BC,CA,V5L 1H9,Grandview-Woodland,13.0,510.0,2026-07-01T02:32:18-07:00,,,-123.06588764378,49.2842577709776,0,510.0,Other
24,4525839,24-145841,10,Lift Cannabis Corp,Lift Cannabis,Issued,2023-12-23T17:30:38-08:00,2024-12-31,Retail Dealer - Cannabis,,,,2983,RUPERT ST,Vancouver,BC,CA,V5M 3T8,Renfrew-Collingwood,3.0,,2026-07-01T02:32:17-07:00,,,-123.034256698003,49.2574256039332,1,5618.0,Other
26,4868766,26-146182,00,David A Garner Professional Law Corporation,,Issued,2025-12-02T15:40:52-08:00,2026-12-31,Legal Services,,2700,Unit,700,W GEORGIA ST,Vancouver,BC,CA,V7Y 1B8,Downtown,1.0,277.0,2026-07-22T00:08:57-07:00,,,-123.119500778402,49.2822434350563,0,277.0,Legal Services
26,4836495,26-113912,00,Dr W P Ciszak Medical Services Inc,,Issued,2026-01-13T15:19:37-08:00,2026-12-31,Health Care Professionals and Services,,805,Unit,777,HORNBY ST,Vancouver,BC,CA,V6Z 1S4,Downtown,2.0,277.0,2026-07-22T00:08:55-07:00,,,-123.121421490049,49.2832466257592,0,277.0,Health Care Professionals and Services
24,4528915,24-148528,10,Manna Sushi Japanese Restaurant Inc,Manna Sushi Japanese Restaurant,Issued,2024-01-01T16:53:19-08:00,2024-12-31,Restaurant,Class 1 with liquor service,,,6,E 2ND AV,Vancouver,BC,CA,V5T 1B1,Mount Pleasant,16.0,,2026-07-01T02:32:18-07:00,,,-123.104407957991,49.2689198145189,1,1384.0,Restaurant
25,4749736,25-225761,00,1174278 BC Ltd,Bar Corso,Issued,,,Liquor License Application,Liquor Primary,,,1566,COMMERCIAL DRIVE,Vancouver,BC,CA,V5L 3Y2,Grandview-Woodland,16.0,,2026-07-01T02:32:23-07:00,,,-123.06927370865,49.2707386393085,1,2710.0,Other
26,4832105,26-109523,00,JJ Bean Inc,JJ Bean Coffee Roaster,Issued,2025-11-27T13:47:41-08:00,2026-12-31,Restaurant,Class 1 no liquor service,,,4287,FRASER ST,Vancouver,BC,CA,V5V 4G1,Riley Park,0.0,1046.0,2026-07-22T00:08:55-07:00,,,-123.090580429341,49.2467585663748,0,1046.0,Restaurant
25,4608308,25-100587,00,Zacharko Design Inc,,Issued,2025-01-06T15:09:21-08:00,2025-12-31,Design Services,,602,Unit,12,WATER ST,Vancouver,BC,CA,V6B 1A5,Downtown,1.0,265.0,2026-07-01T02:32:18-07:00,,,-123.10503602714,49.283381966678,0,265.0,Other
26,4983729,26-239644,00,MANDY'S SALADS INC.,Mandy's,Issued,2026-05-27T09:39:00-07:00,2026-12-31,Limited Service Food Establishment,Without Liquor,,,988,EXPO BOULEVARD,Vancouver,BC,,V6Z 0G2,Downtown,10.0,499.0,2026-07-22T00:08:59-07:00,,,-123.11514553239,49.2748509111771,0,499.0,Limited Service Food Establishment
26,4835054,26-112472,00,Hue Phan Huynh (Hue Huynh),Connie's Hair Salon,Issued,2025-12-17T21:58:58-08:00,2026-12-31,Beauty Services,Barber Shop or Beauty Salon,,,6416,VICTORIA DRIVE,Vancouver,BC,CA,V5P 3X7,Victoria-Fraserview,2.0,376.0,2026-07-22T00:08:55-07:00,,,-123.065338825524,49.2258808093489,0,376.0,Beauty Services
26,4863037,26-140453,00,Moxon Personnel Ltd,,Issued,2025-11-15T09:18:51-08:00,2026-12-31,Business Support Services,,300,Unit,1275,W 6TH AV,Vancouver,BC,CA,V6H 1A6,Fairview,1.0,277.0,2026-07-22T00:08:57-07:00,,,-123.133064428914,49.2663820185595,0,277.0,Business Support Services
25,4626710,25-118989,00,The Three Brits Enterprises Ltd,The Three Brits Public House,Issued,2024-12-31T10:52:28-08:00,2025-12-31,Liquor Establishment,Extended - Class 2 66-200 seats,,,1780,DAVIE ST,Vancouver,BC,CA,V6G 1W2,West End,10.0,1275.0,2026-07-01T02:32:20-07:00,,,-123.141813623898,49.2868450626462,0,1275.0,Liquor Establishment
24,4533746,24-153408,10,In Stock Clothing Ltd,,Issued,2023-12-15T12:16:23-08:00,2024-12-31,Wholesale Dealer - Non-Food,,227,Unit,1951,GLEN DRIVE,Vancouver,BC,CA,V6A 4J6,Strathcona,3.0,,2026-07-01T02:32:18-07:00,,,-123.082533868649,49.2673575932868,1,277.0,Wholesale Dealer - Non-Food
26,4823320,26-100739,00,Third Axis Design Ltd,,Issued,2026-07-13T11:48:55-07:00,2026-12-31,Design Services,,400,Unit,319,W HASTINGS ST,Vancouver,BC,CA,V6B 1H6,Downtown,1.0,634.0,2026-07-22T00:08:55-07:00,,,-123.110084785774,49.2832171350201,0,634.0,Other
25,4624928,25-117207,00,(Charles Sutton),,Issued,2024-12-17T09:27:32-08:00,2025-12-31,Health Care Professionals and Services,,,,3649,W BROADWAY,Vancouver,BC,,V6R 2B8,Kitsilano,1.0,265.0,2026-07-01T02:32:19-07:00,,,-123.184905265451,49.2645951201274,0,265.0,Health Care Professionals and Services
24,4517036,24-136394,10,Shape Living Corp,,Issued,2023-11-22T16:07:15-08:00,2024-12-31,Real Estate Services,,206,Unit,505,BURRARD ST,Vancouver,BC,CA,V7X 1M6,Downtown,27.0,,2026-07-01T02:32:16-07:00,,,-123.118959746657,49.2865570713147,1,277.0,Real Estate Services
25,4750310,25-226323,00,(Abdul Hadi Zulkarnain),Hadi Zulkarnain,Issued,2025-05-14T11:46:44-07:00,2025-12-31,Health Care Professionals and Services,,110,Unit,1100,MELVILLE ST,Vancouver,BC,,V6E 4A6,Downtown,1.0,251.0,2026-07-01T02:32:23-07:00,,,-123.122816935146,49.2865812989245,0,251.0,Health Care Professionals and Services
26,4834992,26-112410,00,The Swank's Salon Inc,,Issued,2026-01-04T22:54:03-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,120,Unit,2745,E HASTINGS ST,Vancouver,BC,CA,V5K 1Z8,Hastings-Sunrise,2.0,376.0,2026-07-22T00:08:55-07:00,,,-123.04801690489,49.281422079911,0,376.0,Beauty Services
25,4691831,25-169282,00,1493823 BC Ltd,Yummy Slice Pizza,Issued,2025-01-03T15:35:56-08:00,2025-12-31,Limited Service Food Establishment,,,,5845,VICTORIA DRIVE,Vancouver,BC,CA,V5P 3W5,Victoria-Fraserview,5.0,692.0,2026-07-01T02:32:23-07:00,,,-123.065993107562,49.2311509848465,0,692.0,Limited Service Food Establishment
25,4625243,25-117522,00,Collingwood Neighbourhood House Society,Rise Community Health Centre,Issued,2024-11-27T14:42:25-08:00,2025-12-31,Health Care Facility,,,,5198,JOYCE ST,Vancouver,BC,CA,V5R 4H1,Renfrew-Collingwood,40.0,265.0,2026-07-01T02:32:20-07:00,,,-123.03206538556,49.2374919954266,0,265.0,Health Care Facility
24,4485669,24-103054,10,Parking Corporation of Vancouver,Easy Park Lot #70,Issued,2023-11-22T11:23:08-08:00,2024-12-31,Parking Area / Garage,Auto Parking Lot,,,1000,CHESTNUT ST,Vancouver,BC,CA,V6J 3J9,Kitsilano,0.0,,2026-07-01T02:32:14-07:00,,,-123.143106613524,49.2759361741726,1,277.0,Parking Area / Garage
24,4483579,24-100995,10,Anthony Yiu Keung Ng (Anthony Ng),,Issued,2023-12-18T13:54:24-08:00,2024-12-31,Long-term Rental,,,,118,Main St,Vancouver,BC,CA,V6A 2S3,Strathcona,0.0,,2026-07-01T02:32:13-07:00,,,-123.099105383302,49.2836572045156,1,882.0,Long-term Rental
25,4658685,25-150960,00,West Coast Reduction Ltd,,Issued,2024-12-24T14:36:23-08:00,2025-12-31,Vehicle Repair Detailing and Washing Services,,,,1292,VENABLES ST,Vancouver,BC,CA,V6A 4B4,Strathcona,7.0,265.0,2026-07-01T02:32:22-07:00,,,-123.078049987738,49.2764951736462,0,265.0,Vehicle Repair Detailing and Washing Services
25,4660600,25-152875,00,EMCO Corporation,,Issued,2024-12-17T10:44:59-08:00,2025-12-31,Wholesale Dealer - Non-Food,,,,1270,WILLIAM ST,Vancouver,BC,CA,V6A 2J2,Strathcona,5.0,265.0,2026-07-01T02:32:22-07:00,,,-123.077885431874,49.2737948036494,0,265.0,Wholesale Dealer - Non-Food
25,4644647,25-136924,00,Fang Design Studio Inc,Fang Design Studio,Issued,2025-01-24T13:28:10-08:00,2025-12-31,Architectural and Engineering Services,,,,260,W 8TH AV,Vancouver,BC,CA,V5Y 1N5,Mount Pleasant,1.0,310.0,2026-07-01T02:32:21-07:00,,,-123.110606644321,49.2636039273644,0,310.0,Architectural and Engineering Services
24,4520037,24-140003,10,West Coast Seniors Housing Management Limited Partnership,,Issued,2023-12-07T09:51:22-08:00,2024-12-31,Real Estate Services,,1818,Unit,701,W GEORGIA ST,Vancouver,BC,CA,V7Y 1C6,Downtown,20.0,,2026-07-01T02:32:17-07:00,,,-123.117751286267,49.2834005265727,1,277.0,Real Estate Services
25,4649391,25-141668,00,(Bill Kessels),Ernst & Young LLP,Issued,2025-02-07T13:29:21-08:00,2025-12-31,Financial Services,,1900,Unit,1133,MELVILLE ST,Vancouver,BC,CA,V6E 4E5,Downtown,700.0,310.0,2026-07-01T02:32:21-07:00,,,-123.122747455888,49.2873254172494,0,310.0,Financial Services
25,4622301,25-114580,00,Dr. Edward Anthony Chin Inc,Smiley Kids Dental,Issued,2024-12-11T20:27:57-08:00,2025-12-31,Health Care Professionals and Services,,,,190,E 48TH AV,Vancouver,BC,CA,V5W 2C8,Sunset,6.0,265.0,2026-07-01T02:32:19-07:00,,,-123.101998866214,49.226441638415,0,265.0,Health Care Professionals and Services
25,4643559,25-135836,00,National Money Mart Company,Money Mart,Issued,2024-12-16T14:00:45-08:00,2025-12-31,Money Services,,,,2496,E HASTINGS ST,Vancouver,BC,CA,V5K 1Z1,Hastings-Sunrise,3.0,265.0,2026-07-01T02:32:21-07:00,,,-123.054893805009,49.2808751242514,0,265.0,Other
24,4520733,24-160761,11,Amazon Development Centre Canada ULC,,Issued,2024-01-15T14:17:30-08:00,2024-12-31,Business Support Services,,200,Unit,399,W GEORGIA ST,Vancouver,BC,CA,V6B 0N2,Downtown,1050.0,,2026-07-01T02:32:17-07:00,,,-123.113836181482,49.2808478135442,1,277.0,Business Support Services
25,4655856,25-148133,00,Thuan Pham Nguyen Huu (Thuan Huu),Lu Cuong Dao Jewellery,Issued,2024-12-27T19:58:17-08:00,2025-12-31,Retail Dealer,,,,1654,RENFREW ST,Vancouver,BC,CA,V5K 4E1,Hastings-Sunrise,2.0,265.0,2026-07-01T02:32:22-07:00,,,-123.043959349201,49.2697699644162,0,265.0,Retail Dealer
24,4501506,24-120448,10,Philip G Lowe Inc Chartered Accountant,,Issued,2023-11-22T09:55:34-08:00,2024-12-31,Financial Services,,406,Unit,1055,W Broadway,Vancouver,BC,CA,V6H 1E2,Fairview,2.0,,2026-07-01T02:32:15-07:00,,,-123.127803379894,49.2637106519185,1,277.0,Financial Services
24,4543080,24-231664,00,HearingLife Canada Ltd,HearingLife,Issued,2024-06-03T09:02:34-07:00,2024-12-31,Health Care Professionals and Services,,,,2681,E 49TH AV,Vancouver,BC,CA,V5S 1J9,Victoria-Fraserview,2.0,237.0,2026-07-01T02:32:18-07:00,,,-123.053849078656,49.2253858085065,0,237.0,Health Care Professionals and Services
25,4648039,25-140316,00,VB Immigration Consulting Inc,VB Immigration Consulting,Issued,2024-11-19T14:58:27-08:00,2025-12-31,Consulting and Management Services,,710,Unit,890,W PENDER ST,Vancouver,BC,CA,V6C 1J9,Downtown,5.0,265.0,2026-07-01T02:32:21-07:00,,,-123.116807527791,49.2855464375985,0,265.0,Consulting and Management Services
26,4843489,26-120906,00,Zymeworks BC Inc,,Issued,2025-12-27T10:31:09-08:00,2026-12-31,Laboratory Services,,600,Unit,114,E 4TH AV,Vancouver,BC,CA,V5T 1G4,Mount Pleasant,164.0,277.0,2026-07-22T00:08:56-07:00,,,-123.102123930896,49.2670735493458,0,277.0,Other
25,4628671,25-120950,00,Las Salinas Holdings Ltd,Las Salinas,Issued,2024-11-21T09:14:19-08:00,2025-12-31,Long-term Rental,,,,2310,W 2nd Av,Vancouver,BC,CA,V6K 1J1,Kitsilano,0.0,4418.0,2026-07-01T02:32:20-07:00,,,-123.157900906021,49.269725817909,0,4418.0,Long-term Rental
24,4490990,24-108635,10,Intersog Ltd,,Issued,2023-12-20T10:28:57-08:00,2024-12-31,Information Communication Technology,,1600,Unit,595,BURRARD ST,Vancouver,BC,CA,V7X 1A0,Downtown,1.0,,2026-07-01T02:32:14-07:00,,,-123.11972958074,49.2861303368945,1,277.0,Information Communication Technology
25,4678652,25-159839,00,THE VETERANS MEMORIAL HOUSING SOCIETY,Veterans Memorial Manor,Issued,2024-12-10T17:07:33-08:00,2025-12-31,Long-term Rental,Non-Profit Housing,,,310,ALEXANDER ST,Vancouver,BC,CA,V6A 1C3,Strathcona,0.0,265.0,2026-07-01T02:32:23-07:00,,,-123.097153107468,49.2837852715957,0,265.0,Long-term Rental
25,4625876,25-118155,00,EOS Systems Inc,Photomodeler Technologies,Issued,2024-11-18T14:53:43-08:00,2025-12-31,Information Communication Technology,,600,Unit,1285,W BROADWAY,Vancouver,BC,CA,V6H 3X8,Fairview,3.0,265.0,2026-07-01T02:32:20-07:00,,,-123.133218152193,49.263970218012,0,265.0,Information Communication Technology
25,4776462,25-136986,01,Tectonic Architecture Inc,,Issued,2025-07-21T08:23:08-07:00,2025-12-31,Architectural and Engineering Services,,105,Unit,2590,GRANVILLE ST,Vancouver,BC,CA,V6H 3H1,Fairview,5.0,32.0,2026-07-01T02:32:23-07:00,,,-123.138176721712,49.2628214992662,0,32.0,Architectural and Engineering Services
24,4515772,24-135008,11,(Weiguo He),DLA Piper (Canada) LLP,Issued,2024-05-03T10:38:23-07:00,2024-12-31,Legal Services,,2700,Unit,1133,MELVILLE ST,Vancouver,BC,CA,V6E 4E5,Downtown,0.0,,2026-07-01T02:32:16-07:00,,,-123.122747455888,49.2873254172494,1,277.0,Legal Services
26,4865462,26-142878,00,Tryton Management Corporation,,Issued,2026-01-13T14:07:00-08:00,2026-12-31,Consulting and Management Services,,1088,Unit,999,W HASTINGS ST,Vancouver,BC,CA,V6C 2W2,Downtown,3.0,277.0,2026-07-22T00:08:57-07:00,,,-123.116060633524,49.2872235032218,0,277.0,Consulting and Management Services
24,4514807,24-133948,10,C&D Insurance Services Ltd,,Issued,2023-11-21T12:40:17-08:00,2024-12-31,Insurance Services,,,,1819,W 1ST AV,Vancouver,BC,CA,V6J 5B8,Kitsilano,5.0,,2026-07-01T02:32:16-07:00,,,-123.147395295289,49.2709362832478,1,277.0,Insurance Services
26,4843340,26-120757,00,OLDCACTO STUDIO INC.,,Issued,2026-01-13T17:21:00-08:00,2026-12-31,Information Communication Technology,,400,Unit,319,W HASTINGS ST,Vancouver,BC,,V6B 1H6,Downtown,0.0,277.0,2026-07-22T00:08:56-07:00,,,-123.110084785774,49.2832171350201,0,277.0,Information Communication Technology
25,4641965,25-134242,00,Toso Wood Works Ltd,,Issued,2024-11-19T12:44:26-08:00,2025-12-31,Non-Food Manufacturer Assembler and Processor,,,Unit,1000,PARKER ST,Vancouver,BC,CA,V6A 2H2,Strathcona,2.0,265.0,2026-07-01T02:32:21-07:00,,,-123.08034772838,49.2753464157171,0,265.0,Non-Food Manufacturer Assembler and Processor
26,4842340,26-119757,00,Rosellen Suites Ltd,Rosellen Suites at Stanley Park,Issued,2025-12-03T23:02:20-08:00,2026-12-31,Hotel or Motel,,,,2030,BARCLAY ST,Vancouver,BC,CA,V6G 1L5,West End,4.0,3136.0,2026-07-22T00:08:56-07:00,,,-123.141353642965,49.2921239364141,0,3136.0,Other
24,4682475,24-308735,00,Quadient CXM Canada Inc.,,Issued,2024-12-12T08:21:11-08:00,2024-12-31,Information Communication Technology,,,,1159,HAMILTON ST,Vancouver,BC,,V6B 5P6,Downtown,110.0,91.0,2026-07-01T02:32:23-07:00,,,-123.122361792415,49.2754785819969,0,91.0,Information Communication Technology
26,4834636,26-112054,00,Gloria Y Poon (Gloria Poon),,Issued,2025-12-06T00:06:38-08:00,2026-12-31,Beauty Services,,,,6333,CAMBIE ST,Vancouver,BC,CA,V5Z 3B2,Oakridge,2.0,277.0,2026-07-22T00:08:55-07:00,,,-123.117020608963,49.2275955498881,0,277.0,Beauty Services
26,4833392,26-110810,00,Cam Tu Thi Le (Cam Le),CMC Tutoring,Issued,2025-12-22T11:20:47-08:00,2026-12-31,Arts and Creative Instruction,,101,Unit,470,KINGSWAY,Vancouver,BC,CA,V5T 3J9,Mount Pleasant,2.0,277.0,2026-07-22T00:08:55-07:00,,,-123.093530332101,49.2576936787665,0,277.0,Other
24,4564714,24-252793,00,CHAKRA INDIAN RESTAURANT LTD,Chakra Indian Restaurant,Issued,2024-07-22T15:08:18-07:00,2024-12-31,Restaurant,Class 1 with liquor service,,,678,SEYMOUR ST,Vancouver,BC,CA,V6B 3K4,Downtown,5.0,181.0,2026-07-01T02:32:18-07:00,,,-123.115338540198,49.2821396414755,0,181.0,Restaurant
24,4525693,24-145654,10,(Karen Choo),Flowers By May,Issued,2023-11-21T16:23:57-08:00,2024-12-31,Retail Dealer,,,,3173,WELLINGTON AV,Vancouver,BC,CA,V5R 4X7,Renfrew-Collingwood,1.0,,2026-07-01T02:32:17-07:00,,,-123.038593401769,49.2437910476987,1,277.0,Retail Dealer
26,4859844,26-137260,00,DWBC APPAREL MANUFACTURING LTD.,,Issued,2026-01-13T22:51:28-08:00,2026-12-31,Non-Food Manufacturer Assembler and Processor,,360,Unit,1275,VENABLES ST,Vancouver,BC,,V6A 2E4,Strathcona,15.0,277.0,2026-07-22T00:08:57-07:00,,,-123.078254581228,49.2771945007934,0,277.0,Non-Food Manufacturer Assembler and Processor
25,4652455,25-144732,00,Burrard International Management And Leasing Inc,,Issued,2024-12-03T13:47:08-08:00,2025-12-31,Real Estate Services,,800,Unit,1030,W GEORGIA ST,Vancouver,BC,CA,V6E 2Y3,West End,0.0,265.0,2026-07-01T02:32:22-07:00,,,-123.122008869142,49.2845352944803,0,265.0,Real Estate Services
26,4834798,26-112216,00,640520 BC Ltd,Crystal Studio,Issued,2025-11-16T20:48:02-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,4770,Nanaimo St,Vancouver,BC,CA,V5N 5J8,Renfrew-Collingwood,4.0,376.0,2026-07-22T00:08:55-07:00,,,-123.057598000099,49.2419044716808,0,376.0,Beauty Services
24,4513139,24-132157,10,Anhart Community Housing Society,,Issued,2024-01-08T09:57:29-08:00,2024-12-31,Long-term Rental,Non-Profit Housing,,,25,E HASTINGS ST,Vancouver,BC,CA,V6A 1M9,Downtown,1.0,,2026-07-01T02:32:16-07:00,,,-123.103716921069,49.2817024724816,1,882.0,Long-term Rental
25,4620259,25-112538,00,Dr John I C Lin Md Inc,,Issued,2024-11-18T14:48:14-08:00,2025-12-31,Health Care Professionals and Services,,,,5570,CAMBIE ST,Vancouver,BC,CA,V5Z 3A2,Riley Park,8.0,265.0,2026-07-01T02:32:19-07:00,,,-123.115559823771,49.2351815241257,0,265.0,Health Care Professionals and Services
26,4961474,26-217828,00,PARKING CORPORATION OF VANCOUVER,Easy Park Lot # 237,Issued,2026-04-01T14:35:17-07:00,2026-12-31,Parking Area / Garage,Auto Parking Lot,,,1372,SEYMOUR ST,Vancouver,BC,,V6B 0L1,Downtown,0.0,285.0,2026-07-22T00:08:59-07:00,,,-123.127562840853,49.274589638616,0,285.0,Parking Area / Garage
24,4489557,24-106910,10,Vancouver Veterinary Hospital (1991) Ltd,,Issued,2023-12-13T16:22:19-08:00,2024-12-31,Animal Services,Animal Clinic / Hospital,,,1541,Kingsway,Vancouver,BC,CA,V5N 2R8,Kensington-Cedar Cottage,20.0,,2026-07-01T02:32:14-07:00,,,-123.072292721217,49.2487570912117,1,277.0,Other
24,4495098,24-113481,10,Le Centre Culturel Francophone,,Issued,2023-11-28T09:46:04-08:00,2024-12-31,Association or Society,,,,1551,W 7TH AV,Vancouver,BC,CA,V6J 1S1,Fairview,5.0,,2026-07-01T02:32:14-07:00,,,-123.140093038964,49.2655998618756,1,2.0,Association or Society
25,4651339,25-143616,00,Miller Titerle Law Corporation,,Issued,2024-11-15T12:16:50-08:00,2025-12-31,Legal Services,,300,Unit,638,SMITHE ST,Vancouver,BC,CA,V6B 1E3,Downtown,75.0,265.0,2026-07-01T02:32:22-07:00,,,-123.121070316126,49.2796140034392,0,265.0,Legal Services
26,4974626,26-230740,00,ATI TECHNOLOGIES ULC,Advanced Micro Devices,Issued,2026-06-23T08:52:41-07:00,2026-12-31,Information Communication Technology,,300,Unit,2930,VIRTUAL WAY,Vancouver,BC,,V5M 0A5,Renfrew-Collingwood,272.0,262.0,2026-07-22T00:08:59-07:00,,,-123.042424835637,49.2606031412959,0,262.0,Information Communication Technology
24,4505052,24-124211,10,Dr R Rahgozar Inc,Ace Dental,Issued,2023-11-29T19:01:49-08:00,2024-12-31,Health Care Professionals and Services,,,,898,BEACH AV,Vancouver,BC,CA,V6Z 2P9,Downtown,3.0,,2026-07-01T02:32:15-07:00,,,-123.132794043581,49.2747251134272,1,277.0,Health Care Professionals and Services
26,4873744,26-151160,00,FLSmidth Ltd,,Issued,2026-02-13T06:02:54-08:00,2026-12-31,Mining Services,,650,Unit,700,W GEORGIA ST,Vancouver,BC,CA,V7Y 1K8,Downtown,32.0,324.0,2026-07-22T00:08:58-07:00,,,-123.119500778402,49.2822434350563,0,324.0,Mining Services
